userId,bookId,rating
2,161,5
2,221,3
2,459,5
2,170,5
2,434,4
2,553,5
2,133,1
2,478,1
2,358,4
2,442,2
2,481,1
2,405,5
2,214,2
2,316,4
2,457,4
2,262,2
2,345,2
2,272,1
2,531,1
2,471,4
2,126,3
2,370,4
2,522,1
2,494,2
2,171,5
2,354,2
2,298,1
2,496,3
2,376,3
2,444,1
2,203,1
2,450,2
2,329,3
2,530,3
2,386,3
2,438,5
2,427,3
2,242,1
2,441,2
2,205,4
2,113,4
2,527,4
2,253,4
2,238,2
2,226,3
2,379,4
2,458,3
2,307,5
2,178,5
2,551,4
2,556,5
2,526,1
2,403,4
2,385,5
2,185,1
2,449,1
2,127,4
2,258,2
2,555,3
2,549,2
2,116,4
2,194,4
2,382,1
2,261,3
2,333,2
2,306,1
2,305,4
2,373,4
2,180,1
2,110,5
2,287,2
2,215,5
2,595,4
2,249,5
2,283,5
2,200,5
2,101,4
2,437,4
2,420,3
2,364,3
2,142,4
2,107,5
2,237,4
2,493,1
2,397,4
2,433,3
2,165,5
2,422,4
2,257,2
2,402,5
2,334,5
2,456,4
2,192,1
2,474,5
2,360,5
2,211,5
2,412,1
2,400,3
2,295,2
2,313,5
2,182,1
2,201,2
2,175,2
2,529,4
2,466,1
2,299,5
2,109,3
2,281,5
2,277,4
2,557,4
2,102,1
2,393,5
2,104,1
2,125,5
2,484,1
2,347,1
2,234,4
2,174,4
2,388,2
2,569,4
2,121,5
2,138,4
2,423,3
2,543,2
2,455,1
2,105,4
2,118,5
2,239,5
2,247,4
2,430,5
2,346,3
2,144,1
2,268,5
2,468,1
2,479,3
2,342,4
2,169,3
2,131,2
2,269,3
2,106,2
2,573,4
2,224,4
2,517,3
2,350,3
2,284,2
2,513,5
2,470,5
2,521,3
2,243,2
2,352,4
2,480,3
2,432,5
2,339,3
2,362,3
2,448,3
2,111,4
2,156,4
2,424,4
2,515,4
2,293,1
2,580,3
2,584,2
2,536,4
2,590,3
2,500,4
2,541,3
2,302,5
2,465,5
2,319,3
2,367,5
2,210,2
2,538,2
2,320,5
2,338,4
2,276,2
2,130,1
2,241,5
2,539,3
2,279,5
2,157,3
2,267,5
2,273,5
2,436,5
2,202,5
2,446,4
2,318,4
2,401,3
2,408,2
2,486,1
2,181,4
2,488,5
2,499,5
2,177,3
2,568,1
2,290,1
2,323,3
2,394,4
2,503,2
2,146,1
2,314,4
2,579,4
2,179,4
2,117,2
2,506,3
2,112,1
2,451,3
2,476,1
2,415,3
2,184,1
2,248,4
2,567,1
2,343,5
2,510,5
2,501,2
2,129,1
2,545,1
2,365,4
2,143,5
2,212,2
2,282,3
2,163,2
2,328,4
2,219,2
2,592,1
2,340,1
2,159,1
2,103,3
2,378,5
2,208,3
2,289,1
2,396,2
2,520,4
2,271,3
2,195,1
2,443,2
2,383,2
2,228,1
2,491,5
2,173,2
2,528,4
2,149,2
2,207,5
2,562,4
2,380,1
2,540,2
2,566,1
2,598,4
2,509,2
2,151,4
2,356,4
2,341,5
2,585,3
2,255,1
2,137,2
2,490,5
2,296,1
2,404,2
2,134,2
2,230,4
2,596,1
2,225,4
2,189,2
2,186,2
2,565,4
2,263,2
2,172,5
2,472,5
2,399,4
2,259,5
2,588,3
2,417,5
2,294,4
2,495,4
2,154,1
2,431,4
2,236,4
2,374,3
2,216,1
2,198,1
2,285,4
2,534,1
2,546,5
2,260,1
2,291,5
2,300,3
2,414,5
2,548,5
2,583,2
2,599,2
2,155,1
2,353,4
2,544,2
2,332,4
2,375,1
2,322,5
2,461,4
2,571,5
2,574,2
2,158,2
2,552,5
2,505,4
2,355,3
2,419,2
2,312,1
2,244,5
2,124,5
2,351,4
2,462,5
2,453,1
2,275,3
2,344,5
2,369,4
2,429,3
2,274,2
2,191,1
2,348,5
2,498,4
2,523,2
2,123,3
2,359,5
2,409,3
2,193,4
2,256,4
2,196,2
2,204,3
2,483,4
2,477,4
2,213,3
2,537,3
2,278,1
2,140,1
2,168,2
2,231,3
2,572,1
2,229,1
2,188,4
2,439,5
2,327,1
2,363,1
2,591,3
2,577,1
2,223,4
2,554,2
2,587,1
2,246,3
2,581,3
2,518,3
2,336,3
2,148,3
2,533,3
2,304,1
2,251,2
2,190,5
2,564,1
2,578,2
2,232,1
3,463,4
3,161,5
3,430,2
3,591,5
3,416,5
3,568,2
3,125,3
3,563,5
3,165,3
3,520,4
3,110,1
3,347,5
3,236,4
3,183,5
3,566,3
3,570,1
3,353,1
3,301,3
3,323,4
3,554,4
3,447,3
3,208,1
3,327,2
3,296,1
3,343,4
3,441,1
3,131,5
3,500,2
3,109,4
3,140,5
3,386,2
3,313,3
3,409,5
3,198,2
3,330,5
3,210,4
3,533,2
3,403,4
3,392,3
3,385,5
3,346,4
3,396,2
3,382,4
3,489,1
3,476,1
3,567,1
3,543,4
3,202,5
3,368,5
3,357,5
3,564,1
3,537,5
3,243,3
3,565,2
3,166,4
3,329,1
3,391,5
3,195,5
3,572,1
3,138,2
3,434,4
3,207,1
3,172,2
3,215,3
3,248,3
3,220,2
3,142,3
3,445,1
3,495,4
3,226,4
3,115,2
3,279,1
3,383,1
3,550,3
3,316,4
3,193,4
3,218,3
3,552,1
3,333,1
3,524,4
3,421,1
3,369,4
3,407,1
3,501,4
3,275,4
3,422,3
3,282,4
3,592,2
3,337,5
3,504,4
3,123,3
3,191,3
3,246,4
3,545,3
3,582,5
3,494,1
3,303,1
3,336,4
3,458,4
3,247,1
3,233,2
3,436,4
3,310,3
3,398,4
3,512,4
3,586,1
3,322,2
3,159,5
3,569,1
3,433,5
3,576,3
3,511,2
3,594,1
3,571,2
3,278,2
3,194,1
3,113,3
3,464,3
3,446,3
3,528,3
3,379,3
3,287,1
3,373,1
3,257,5
3,371,1
3,530,5
3,399,4
3,538,4
3,401,2
3,224,3
3,580,1
3,578,5
3,139,3
3,274,2
3,587,4
3,397,5
3,231,2
3,240,1
3,126,1
3,393,3
3,415,4
3,460,5
3,111,4
3,588,4
3,555,5
3,497,5
3,340,2
3,271,1
3,455,4
3,351,2
3,349,4
3,493,2
3,466,5
3,206,2
3,117,2
3,334,5
3,104,2
3,427,4
3,276,4
3,469,2
3,470,1
3,259,1
3,491,1
3,448,4
3,162,1
3,307,5
3,154,1
3,227,3
3,362,5
3,387,3
3,472,3
3,374,1
3,457,4
3,306,5
3,153,1
3,423,1
3,574,5
3,437,3
3,527,2
3,265,1
3,200,1
3,444,1
3,450,4
3,242,5
3,583,2
3,344,2
3,190,4
3,483,4
3,474,1
3,477,2
3,212,1
3,283,5
3,182,2
3,514,1
3,360,1
3,335,3
3,394,4
3,540,2
3,173,5
3,590,5
3,320,4
3,364,5
3,124,5
3,486,1
3,264,4
3,573,1
3,338,3
3,579,5
3,325,5
3,127,2
3,168,2
3,370,1
3,314,2
3,439,5
3,177,4
3,459,3
3,381,3
3,170,5
3,171,2
3,112,1
3,507,3
3,372,4
3,270,3
3,531,5
3,298,4
3,192,5
3,135,2
3,361,5
3,179,1
3,600,5
3,258,1
3,496,2
3,559,5
3,419,2
3,363,1
3,332,4
3,156,5
3,377,5
3,230,1
3,355,2
3,286,1
3,519,4
3,204,3
3,509,1
3,350,1
3,136,3
3,164,5
3,485,1
3,308,1
3,129,1
3,577,4
3,116,4
3,148,4
3,255,1
3,209,3
3,390,2
3,414,5
3,174,2
3,101,1
3,150,4
3,535,1
3,432,2
3,575,1
3,556,4
3,595,5
3,196,1
3,440,2
3,180,1
3,309,4
3,499,1
3,551,3
3,553,2
3,217,5
3,400,4
3,221,4
3,525,4
3,302,3
3,178,3
3,424,1
3,517,1
3,345,5
3,130,5
3,237,3
3,406,1
3,547,1
3,510,3
3,284,4
3,260,5
3,219,2
3,589,2
3,492,5
3,300,1
3,376,5
3,267,2
3,189,5
3,238,3
3,105,2
3,232,4
3,290,1
3,354,4
3,596,5
3,358,4
3,106,2
3,456,2
3,417,2
3,468,4
3,293,4
3,378,2
3,471,4
3,121,3
3,375,5
3,266,4
3,451,5
3,321,4
3,216,3
3,365,1
3,598,5
3,280,3
3,404,5
3,560,5
3,487,2
3,549,5
3,145,5
3,239,2
3,251,3
3,108,5
3,461,3
3,201,5
3,281,5
3,490,3
3,128,4
3,297,1
3,214,2
3,249,5
3,294,1
3,339,1
3,157,2
3,152,3
3,250,1
3,141,1
3,479,5
3,262,3
3,348,5
3,261,4
3,245,1
3,532,1
3,475,3
3,384,1
3,429,3
3,211,4
3,288,5
3,482,2
3,163,3
3,268,4
3,480,4
3,503,5
3,442,4
3,235,3
3,167,5
3,584,5
3,526,3
3,132,3
3,234,5
3,122,1
3,244,2
3,426,3
3,467,1
3,462,4
3,102,3
3,311,3
3,147,3
3,326,1
3,581,3
3,431,4
3,176,2
3,312,3
3,585,5
3,443,1
3,315,5
3,548,5
3,593,4
3,342,5
3,513,3
3,305,4
3,160,2
3,454,4
3,228,1
3,331,4
3,534,5
3,319,2
3,253,1
3,544,1
3,506,3
3,229,2
3,380,3
3,137,4
3,395,4
3,187,2
3,410,5
3,158,4
4,564,1
4,299,4
4,587,3
4,126,1
4,116,4
4,205,4
4,160,5
4,199,2
4,481,4
4,236,5
4,539,5
4,265,4
4,444,4
4,280,2
4,300,4
4,437,5
4,359,4
4,330,5
4,141,4
4,203,4
4,210,2
4,579,5
4,175,1
4,187,5
4,364,3
4,358,1
4,493,3
4,598,5
4,309,5
4,148,4
4,224,1
4,142,2
4,319,3
4,538,4
4,383,1
4,158,1
4,346,3
4,112,3
4,250,2
4,305,4
4,431,2
4,439,5
4,584,2
4,106,4
4,464,1
4,293,4
4,419,2
4,407,3
4,555,1
4,132,1
4,452,3
4,120,4
4,143,2
4,509,3
4,531,4
4,594,2
4,567,1
4,395,4
4,286,4
4,371,2
4,221,2
4,410,5
4,458,3
4,429,4
4,434,5
4,345,1
4,568,4
4,173,4
4,228,1
4,377,3
4,241,4
4,405,1
4,372,1
4,191,4
4,324,4
4,311,1
4,550,1
4,108,5
4,515,2
4,113,1
4,536,5
4,365,5
4,284,1
4,273,5
4,350,2
4,489,5
4,329,1
4,219,4
4,341,2
4,463,3
4,146,5
4,380,2
4,138,2
4,140,3
4,247,1
4,229,5
4,114,1
4,274,3
4,422,4
4,402,1
4,501,3
4,139,4
4,182,5
4,589,4
4,243,2
4,575,1
4,521,4
4,388,1
4,360,1
4,201,5
4,206,5
4,578,1
4,442,2
4,238,3
4,414,5
4,506,4
4,485,2
4,432,1
4,357,1
4,226,5
4,107,3
4,486,2
4,197,3
4,471,3
4,171,2
4,430,1
4,268,4
4,533,5
4,466,1
4,349,4
4,500,5
4,541,2
4,552,3
4,401,2
4,424,5
4,596,5
4,285,5
4,101,4
4,560,3
4,186,3
4,188,1
4,593,4
4,508,1
4,289,4
4,179,5
4,207,5
4,124,3
4,252,2
4,421,2
4,118,5
4,163,5
4,222,2
4,409,2
4,472,2
4,457,1
4,592,1
4,577,3
4,184,1
4,230,3
4,386,5
4,467,1
4,192,4
4,450,3
4,339,5
4,213,3
4,570,2
4,404,5
4,491,5
4,136,3
4,304,4
4,474,2
4,272,2
4,261,4
4,347,4
4,495,1
4,534,5
4,571,1
4,391,1
4,551,2
4,153,2
4,176,2
4,277,5
4,281,1
4,115,4
4,313,4
4,333,5
4,282,2
4,496,5
4,246,3
4,323,3
4,374,2
4,543,4
4,375,2
4,413,2
4,477,3
4,328,1
4,165,1
4,242,4
4,159,5
4,390,5
4,412,1
4,574,2
4,406,3
4,275,3
4,185,4
4,257,1
4,426,2
4,381,4
4,482,1
4,546,1
4,480,4
4,237,1
4,385,1
4,443,3
4,433,3
4,154,3
4,296,4
4,468,4
4,202,2
4,340,1
4,440,5
4,494,4
4,479,4
4,312,2
4,517,1
4,462,5
4,133,5
4,270,3
4,288,2
4,190,2
4,244,4
4,251,3
4,438,3
4,127,5
4,302,5
4,427,1
4,516,1
4,266,1
4,572,5
4,321,2
4,152,3
4,130,5
4,542,1
4,135,4
4,454,4
4,129,1
4,559,4
4,196,5
4,368,5
4,532,3
4,111,1
4,310,5
4,595,5
4,382,1
4,343,3
4,354,3
4,389,3
4,445,3
4,249,4
4,131,3
4,292,5
4,470,5
4,484,2
4,416,3
4,332,2
4,561,4
4,514,1
4,566,3
4,384,5
4,497,4
4,362,5
4,356,3
4,446,5
4,125,2
4,460,4
4,373,2
4,475,4
4,181,4
4,162,3
4,172,2
4,523,5
4,189,3
4,151,2
4,110,3
4,178,2
4,262,1
4,327,2
4,396,5
4,586,2
4,264,2
4,208,3
4,297,2
4,195,1
4,361,5
4,167,5
4,399,5
4,317,4
4,394,1
4,218,2
4,214,2
4,455,5
4,161,2
4,331,1
4,490,4
4,233,2
4,478,3
4,337,5
4,417,2
4,306,3
4,105,1
4,353,1
4,415,3
4,155,3
4,599,1
4,119,5
4,335,2
4,588,3
4,355,4
4,499,1
4,145,3
4,379,2
4,557,3
4,590,4
4,344,2
4,326,2
4,488,5
4,411,4
4,526,2
4,387,5
4,591,4
4,103,1
4,212,5
4,398,1
4,530,3
4,254,2
4,425,3
4,225,1
4,276,4
4,263,1
4,134,3
4,518,3
4,507,1
4,483,3
4,104,3
4,177,5
4,215,5
4,342,1
4,168,1
4,211,2
4,156,4
4,295,4
4,170,5
4,545,1
4,512,4
4,137,3
4,581,2
4,453,4
4,435,4
4,441,1
4,511,5
4,291,3
4,585,2
4,325,1
4,378,5
4,447,4
4,109,4
4,370,5
4,303,4
4,322,3
4,520,4
4,502,5
4,248,3
4,183,3
4,198,3
4,253,3
4,216,2
4,256,5
4,529,5
4,320,3
4,239,1
4,519,3
4,535,3
4,428,3
4,528,4
4,451,4
4,301,3
4,204,4
4,194,5
4,573,5
4,117,4
4,369,1
4,144,3
4,316,3
4,556,1
4,600,1
4,308,2
4,449,1
4,102,5
4,510,2
4,376,1
5,524,5
5,548,4
5,170,4
5,599,5
5,365,3
5,335,2
5,264,4
5,285,2
5,345,1
5,124,2
5,520,5
5,582,4
5,449,4
5,202,5
5,250,3
5,399,4
5,494,2
5,210,2
5,562,2
5,379,5
5,578,5
5,505,3
5,318,1
5,302,2
5,409,4
5,197,5
5,294,4
5,412,2
5,139,2
5,416,1
5,583,4
5,501,1
5,364,5
5,236,4
5,322,5
5,592,4
5,242,1
5,546,1
5,459,5
5,555,3
5,164,5
5,594,1
5,447,1
5,332,5
5,169,4
5,385,3
5,196,4
5,114,1
5,153,2
5,408,4
5,515,3
5,470,3
5,186,3
5,141,3
5,306,1
5,278,3
5,485,2
5,493,1
5,244,5
5,119,3
5,245,1
5,457,4
5,299,3
5,536,5
5,158,1
5,105,5
5,522,5
5,159,4
5,469,2
5,189,5
5,440,2
5,184,4
5,395,2
5,224,4
5,247,4
5,290,4
5,154,2
5,538,5
5,326,2
5,518,5
5,104,2
5,145,2
5,471,5
5,381,5
5,513,2
5,327,4
5,437,1
5,357,3
5,526,3
5,420,4
5,405,1
5,116,4
5,223,2
5,152,2
5,130,3
5,190,4
5,194,4
5,328,2
5,550,1
5,424,1
5,192,3
5,553,5
5,262,2
5,228,1
5,207,5
5,179,4
5,231,5
5,542,4
5,315,4
5,512,4
5,282,4
5,213,5
5,362,5
5,209,5
5,127,1
5,297,1
5,579,3
5,356,1
5,472,5
5,108,3
5,490,2
5,418,2
5,487,4
5,138,2
5,388,2
5,303,5
5,208,3
5,477,1
5,484,1
5,465,3
5,195,1
5,270,5
5,374,2
5,468,3
5,495,3
5,150,2
5,539,3
5,256,3
5,277,1
5,156,3
5,129,5
5,573,4
5,334,4
5,380,1
5,430,5
5,102,4
5,291,4
5,227,4
5,118,3
5,467,4
5,266,1
5,214,4
5,325,4
5,204,1
5,319,4
5,253,5
5,387,2
5,448,2
5,572,3
5,421,2
5,591,5
5,585,3
5,397,2
5,235,1
5,165,2
5,492,2
5,246,1
5,458,4
5,466,5
5,452,4
5,211,2
5,146,4
5,593,4
5,476,2
5,435,3
5,543,3
5,584,1
5,527,5
5,425,5
5,229,2
5,422,1
5,508,1
5,261,2
5,547,2
5,574,5
5,222,5
5,507,4
5,445,4
5,232,2
5,162,5
5,358,1
5,123,3
5,333,4
5,479,4
5,502,5
5,313,3
5,212,2
5,556,5
5,106,1
5,581,5
5,482,2
5,571,2
5,419,2
5,339,1
5,187,5
5,564,2
5,433,2
5,298,1
5,410,5
5,363,3
5,595,2
5,367,5
5,279,2
5,338,4
5,188,2
5,126,2
5,359,3
5,167,4
5,596,3
5,426,4
5,248,5
5,349,5
5,575,5
5,528,3
5,289,1
5,456,2
5,544,5
5,463,2
5,200,3
5,434,2
5,175,3
5,436,2
5,281,1
5,191,2
5,234,4
5,384,1
5,504,3
5,431,4
5,132,3
5,406,4
5,323,4
5,265,4
5,531,5
5,233,4
5,453,4
5,160,2
5,161,2
5,216,1
5,226,2
5,293,2
5,441,5
5,205,5
5,545,1
5,168,3
5,557,4
5,391,5
5,398,2
5,217,5
5,577,2
5,173,4
5,258,3
5,343,3
5,411,3
5,296,4
5,486,4
5,361,3
5,275,3
5,370,1
5,243,1
5,225,3
5,128,2
5,519,2
5,206,2
5,201,5
5,273,2
5,390,1
5,113,3
5,312,2
5,396,1
5,443,1
5,176,3
5,171,3
5,331,5
5,506,5
5,272,5
5,432,4
5,588,3
5,193,2
5,177,2
5,351,2
5,427,4
5,259,5
5,511,1
5,254,4
5,389,3
5,271,4
5,376,5
5,110,1
5,407,3
5,373,5
5,155,5
5,414,3
5,587,5
5,324,3
5,597,4
5,255,2
5,120,1
5,510,1
5,251,4
5,112,4
5,301,5
5,474,2
5,269,2
5,415,2
5,310,2
5,598,2
5,488,4
5,346,2
5,344,3
5,109,1
5,219,1
5,149,1
5,237,2
5,288,5
5,568,4
5,383,3
5,464,5
5,567,1
5,181,5
5,586,4
5,316,4
5,498,5
5,295,5
5,352,5
5,565,3
5,305,3
5,372,1
5,428,5
5,450,1
5,368,4
5,549,5
5,530,1
5,183,2
5,503,3
5,551,1
5,532,5
5,480,5
5,500,5
5,280,5
5,239,4
5,140,2
5,369,4
5,517,5
5,304,2
5,533,3
5,180,2
5,320,4
5,133,5
5,287,5
5,589,1
5,238,1
5,263,1
5,137,4
5,462,3
5,413,3
5,317,4
5,402,1
5,249,2
5,375,3
5,101,3
5,401,5
5,559,3
5,309,4
5,203,3
5,540,5
5,125,5
5,143,4
5,353,3
5,329,2
5,292,2
5,600,2
5,382,3
5,377,1
5,148,5
5,274,4
5,340,3
5,111,2
5,537,4
5,454,4
5,552,1
5,117,1
5,455,1
5,355,3
5,429,5
5,314,5
5,496,1
5,240,2
5,166,2
5,394,1
5,107,1
6,195,4
6,225,3
6,127,1
6,427,4
6,248,4
6,412,1
6,512,1
6,169,4
6,179,5
6,232,1
6,121,4
6,298,5
6,394,2
6,445,3
6,206,4
6,132,2
6,553,5
6,272,5
6,593,3
6,376,2
6,526,4
6,557,2
6,113,5
6,291,5
6,182,4
6,371,3
6,534,1
6,384,4
6,183,3
6,338,2
6,476,4
6,191,5
6,266,1
6,507,5
6,353,5
6,521,1
6,525,5
6,598,4
6,166,2
6,358,5
6,160,4
6,517,4
6,520,1
6,425,2
6,349,2
6,599,3
6,294,1
6,131,1
6,350,2
6,383,4
6,277,5
6,524,2
6,276,2
6,366,4
6,537,1
6,590,5
6,199,1
6,478,2
6,417,3
6,419,4
6,145,1
6,200,1
6,308,2
6,198,4
6,511,1
6,531,3
6,125,5
6,134,3
6,257,4
6,554,4
6,215,1
6,331,5
6,336,4
6,224,2
6,201,4
6,462,3
6,449,1
6,339,2
6,326,5
6,185,5
6,494,3
6,319,3
6,568,1
6,365,4
6,406,3
6,324,4
6,560,1
6,190,5
6,171,4
6,510,4
6,303,5
6,314,1
6,528,3
6,509,4
6,187,2
6,173,2
6,566,2
6,523,3
6,229,2
6,167,2
6,500,4
6,282,4
6,139,5
6,428,4
6,433,2
6,227,4
6,220,4
6,401,5
6,423,3
6,150,3
6,493,4
6,212,5
6,501,2
6,159,2
6,388,3
6,262,3
6,574,1
6,405,5
6,293,2
6,532,5
6,362,4
6,318,5
6,498,1
6,589,3
6,309,1
6,155,2
6,357,5
6,573,1
6,374,2
6,157,2
6,144,5
6,380,4
6,356,5
6,333,5
6,286,4
6,441,2
6,110,2
6,548,3
6,244,5
6,422,2
6,239,3
6,355,5
6,389,2
6,398,2
6,104,2
6,292,3
6,158,2
6,477,1
6,188,5
6,413,5
6,504,4
6,442,4
6,551,4
6,124,1
6,416,4
6,217,1
6,377,2
6,410,1
6,186,4
6,452,2
6,153,3
6,202,2
6,147,1
6,536,1
6,546,2
6,446,5
6,513,4
6,252,2
6,565,2
6,559,2
6,485,5
6,123,3
6,587,5
6,467,1
6,233,1
6,280,2
6,310,3
6,296,1
6,106,3
6,312,3
6,465,4
6,403,2
6,154,1
6,192,1
6,545,1
6,163,1
6,572,2
6,152,5
6,346,5
6,527,1
6,299,4
6,461,4
6,103,3
6,577,5
6,492,5
6,495,1
6,447,2
6,102,4
6,530,5
6,289,5
6,301,5
6,116,3
6,344,4
6,120,2
6,216,3
6,287,5
6,122,1
6,391,1
6,363,1
6,115,2
6,437,1
6,506,1
6,575,1
6,397,4
6,484,3
6,305,4
6,317,3
6,430,2
6,431,5
6,290,2
6,480,5
6,381,3
6,458,1
6,489,3
6,470,4
6,487,2
6,578,3
6,594,4
6,302,3
6,136,2
6,393,4
6,457,3
6,399,1
6,137,2
6,549,5
6,503,1
6,367,5
6,592,3
6,213,2
6,581,4
6,387,4
6,404,2
6,278,4
6,588,1
6,250,3
6,189,2
6,174,4
6,109,3
6,211,2
6,497,2
6,390,3
6,395,2
6,245,2
6,141,3
6,143,4
6,443,3
6,359,5
6,373,2
6,368,5
6,479,3
6,539,5
6,275,5
6,111,4
6,176,1
6,237,3
6,596,3
6,209,2
6,496,1
6,274,5
6,475,1
6,486,4
6,334,2
6,364,3
6,541,5
6,522,5
6,126,4
6,408,1
6,241,2
6,420,4
6,107,2
6,469,4
6,321,4
6,226,4
6,414,5
6,558,5
6,119,1
6,231,5
6,255,4
6,429,5
6,369,2
6,436,5
6,177,3
6,236,5
6,328,4
6,251,3
6,281,4
6,351,3
6,304,3
6,347,4
6,118,1
6,579,4
6,471,1
6,400,5
6,542,3
6,135,1
6,591,1
6,271,4
6,352,3
6,168,4
6,151,3
6,444,4
6,571,2
6,170,5
6,491,5
6,378,5
6,482,3
6,543,5
6,329,5
6,259,4
6,464,1
6,450,2
6,249,3
6,586,4
6,263,3
6,514,5
6,563,4
6,129,4
6,483,3
6,133,5
6,258,5
